,date,value,period,onediffvalue
1428,Sep 04 2017,27010.717967201897,2017-09-04,8480.789810968432
1427,Sep 03 2017,24474.478130605727,2017-09-03,-2536.239836596171
1426,Sep 02 2017,22285.619897353634,2017-09-02,-2188.8582332520928
1425,Sep 01 2017,17563.840799606853,2017-09-01,-4721.779097746781
1424,Aug 31 2017,16422.26038495523,2017-08-31,-1141.5804146516239
1423,Aug 30 2017,16671.10888794782,2017-08-30,248.8485029925905
1422,Aug 29 2017,15947.702524754463,2017-08-29,-723.4063631933568
1421,Aug 28 2017,16303.283298604912,2017-08-28,355.58077385045
1420,Aug 27 2017,18712.527301931837,2017-08-27,2409.244003326925
1419,Aug 26 2017,18888.270023488985,2017-08-26,175.7427215571479
1418,Aug 25 2017,16703.271202541433,2017-08-25,-2184.9988209475523
1417,Aug 24 2017,15829.989205332338,2017-08-24,-873.2819972090947
1416,Aug 23 2017,15852.513735670242,2017-08-23,22.524530337903343
1415,Aug 22 2017,16026.767871608585,2017-08-22,174.2541359383431
1414,Aug 21 2017,17005.05319699605,2017-08-21,978.2853253874655
1413,Aug 20 2017,21882.467607699728,2017-08-20,4877.414410703677
1412,Aug 19 2017,21129.740072287823,2017-08-19,-752.7275354119047
1411,Aug 18 2017,17431.51749016674,2017-08-18,-3698.2225821210814
1410,Aug 17 2017,16964.31106041607,2017-08-17,-467.2064297506731
1409,Aug 16 2017,16914.79276750584,2017-08-16,-49.51829291022659
1408,Aug 15 2017,17548.93146623456,2017-08-15,634.1386987287187
1407,Aug 14 2017,17414.163753649067,2017-08-14,-134.76771258549343
1406,Aug 13 2017,21005.02467014604,2017-08-13,3590.860916496971
1405,Aug 12 2017,19813.663692386734,2017-08-12,-1191.3609777593047
1404,Aug 11 2017,16984.84281620919,2017-08-11,-2828.8208761775422
1403,Aug 10 2017,16467.38238023706,2017-08-10,-517.4604359721307
1402,Aug 09 2017,16716.193204011157,2017-08-09,248.8108237740962
1401,Aug 08 2017,16740.231667097956,2017-08-08,24.03846308679931
1400,Aug 07 2017,17800.668933107678,2017-08-07,1060.4372660097215
1399,Aug 06 2017,21683.225017010314,2017-08-06,3882.5560839026366
1398,Aug 05 2017,21583.041751898425,2017-08-05,-100.18326511188934
1397,Aug 04 2017,17585.239471939647,2017-08-04,-3997.802279958778
1396,Aug 03 2017,17022.334658806067,2017-08-03,-562.9048131335803
1395,Aug 02 2017,17684.064321885005,2017-08-02,661.7296630789388
1394,Aug 01 2017,18244.59358411951,2017-08-01,560.5292622345041
1393,Jul 31 2017,18652.500018665112,2017-07-31,407.9064345456027
1392,Jul 30 2017,22241.707339261397,2017-07-30,3589.2073205962843
1391,Jul 29 2017,20400.519477246195,2017-07-29,-1841.187862015202
1390,Jul 28 2017,17603.469424914525,2017-07-28,-2797.0500523316696
1389,Jul 27 2017,17423.102075093288,2017-07-27,-180.36734982123744
1388,Jul 26 2017,17726.955981863524,2017-07-26,303.8539067702368
1387,Jul 25 2017,17522.74336640288,2017-07-25,-204.21261546064488
1386,Jul 24 2017,18385.87851782415,2017-07-24,863.1351514212693
1385,Jul 23 2017,21977.057316391903,2017-07-23,3591.1787985677547
1384,Jul 22 2017,21267.203323884234,2017-07-22,-709.8539925076693
1383,Jul 21 2017,17715.10629660784,2017-07-21,-3552.0970272763952
1382,Jul 20 2017,16975.547255189675,2017-07-20,-739.5590414181643
1381,Jul 19 2017,17424.60170732259,2017-07-19,449.05445213291387
1380,Jul 18 2017,17617.0025497529,2017-07-18,192.40084243031015
1379,Jul 17 2017,18471.74774225833,2017-07-17,854.7451925054302
1378,Jul 16 2017,22486.51954137724,2017-07-16,4014.771799118913
1377,Jul 15 2017,21102.645980959544,2017-07-15,-1383.8735604176982
1376,Jul 14 2017,17866.39288348648,2017-07-14,-3236.2530974730653
1375,Jul 13 2017,17038.446116070198,2017-07-13,-827.9467674162806
1374,Jul 12 2017,17925.925797858312,2017-07-12,887.4796817881142
1373,Jul 11 2017,17992.404984901987,2017-07-11,66.47918704367476
1372,Jul 10 2017,19008.533234373826,2017-07-10,1016.1282494718398
1371,Jul 09 2017,24016.133473499583,2017-07-09,5007.600239125757
1370,Jul 08 2017,23239.134341225144,2017-07-08,-776.999132274439
1369,Jul 07 2017,19141.064554399985,2017-07-07,-4098.069786825159
1368,Jul 06 2017,19313.032226267052,2017-07-06,171.9676718670671
1367,Jul 05 2017,18856.108020288815,2017-07-05,-456.9242059782373
1366,Jul 04 2017,30053.21154048123,2017-07-04,11197.103520192413
1365,Jul 03 2017,24068.939101448985,2017-07-03,-5984.272439032244
1364,Jul 02 2017,25540.817086245897,2017-07-02,1471.8779847969126
1363,Jul 01 2017,25129.476003964162,2017-07-01,-411.341082281735
1362,Jun 30 2017,20004.390143636952,2017-06-30,-5125.08586032721
1361,Jun 29 2017,18661.786886213766,2017-06-29,-1342.6032574231867
1360,Jun 28 2017,19315.61965755319,2017-06-28,653.8327713394247
1359,Jun 27 2017,19034.917276617634,2017-06-27,-280.702380935556
1358,Jun 26 2017,20441.052123325517,2017-06-26,1406.1348467078824
1357,Jun 25 2017,24965.289319002106,2017-06-25,4524.237195676589
1356,Jun 24 2017,23354.711722277447,2017-06-24,-1610.577596724659
1355,Jun 23 2017,18740.17722519173,2017-06-23,-4614.534497085719
1354,Jun 22 2017,18901.195616147696,2017-06-22,161.01839095596733
1353,Jun 21 2017,18398.966169178628,2017-06-21,-502.2294469690678
1352,Jun 20 2017,18969.603329373873,2017-06-20,570.6371601952451
1351,Jun 19 2017,19764.682671135437,2017-06-19,795.0793417615641
1350,Jun 18 2017,23724.024368706137,2017-06-18,3959.3416975707005
1349,Jun 17 2017,23667.647324318114,2017-06-17,-56.37704438802393
1348,Jun 16 2017,19578.19230098724,2017-06-16,-4089.455023330873
1347,Jun 15 2017,18818.870834726415,2017-06-15,-759.3214662608261
1346,Jun 14 2017,18835.78946619983,2017-06-14,16.91863147341428
1345,Jun 13 2017,18502.223181857844,2017-06-13,-333.566284341985
1344,Jun 12 2017,20412.611815291453,2017-06-12,1910.3886334336094
1343,Jun 11 2017,25478.819244079987,2017-06-11,5066.207428788533
1342,Jun 10 2017,23611.324654324173,2017-06-10,-1867.4945897558136
1341,Jun 09 2017,19195.907741383595,2017-06-09,-4415.416912940578
1340,Jun 08 2017,18183.200029886466,2017-06-08,-1012.7077114971289
1339,Jun 07 2017,17979.997525896324,2017-06-07,-203.20250399014185
1338,Jun 06 2017,18031.018645797572,2017-06-06,51.02111990124831
1337,Jun 05 2017,19019.99806919578,2017-06-05,988.9794233982066
1336,Jun 04 2017,24675.642463016768,2017-06-04,5655.644393820989
1335,Jun 03 2017,24580.248905691016,2017-06-03,-95.39355732575132
1334,Jun 02 2017,18883.016721597487,2017-06-02,-5697.232184093529
1333,Jun 01 2017,18579.839438865878,2017-06-01,-303.177282731609
1332,May 31 2017,18961.21666539707,2017-05-31,381.3772265311927
1331,May 30 2017,20099.58219062946,2017-05-30,1138.3655252323879
1330,May 29 2017,33392.575255761796,2017-05-29,13292.993065132338
1329,May 28 2017,30735.370220244364,2017-05-28,-2657.2050355174324
1328,May 27 2017,27583.886052568316,2017-05-27,-3151.484167676048
1327,May 26 2017,20753.25828634423,2017-05-26,-6830.627766224086
1326,May 25 2017,19275.215747744907,2017-05-25,-1478.0425385993221
1325,May 24 2017,18449.88543417542,2017-05-24,-825.3303135694878
1324,May 23 2017,18638.468258242112,2017-05-23,188.5828240666924
1323,May 22 2017,19676.705511626296,2017-05-22,1038.2372533841844
1322,May 21 2017,26033.58169665851,2017-05-21,6356.876185032215
1321,May 20 2017,23760.31893540838,2017-05-20,-2273.262761250131
1320,May 19 2017,18741.813289971822,2017-05-19,-5018.505645436559
1319,May 18 2017,18405.292610262873,2017-05-18,-336.5206797089486
1318,May 17 2017,18213.4047217292,2017-05-17,-191.8878885336744
1317,May 16 2017,18152.647866719202,2017-05-16,-60.7568550099968
1316,May 15 2017,18409.067293798522,2017-05-15,256.4194270793196
1315,May 14 2017,22558.347622679736,2017-05-14,4149.280328881214
1314,May 13 2017,22818.169239242176,2017-05-13,259.8216165624399
1313,May 12 2017,17507.481815193787,2017-05-12,-5310.6874240483885
1312,May 11 2017,16851.848846669694,2017-05-11,-655.6329685240926
1311,May 10 2017,16751.885691398427,2017-05-10,-99.96315527126717
1310,May 09 2017,17303.985981814963,2017-05-09,552.1002904165362
1309,May 08 2017,18543.263874913344,2017-05-08,1239.2778930983804
1308,May 07 2017,24139.10483333977,2017-05-07,5595.840958426426
1307,May 06 2017,22832.38825915166,2017-05-06,-1306.7165741881108
1306,May 05 2017,17216.866482557776,2017-05-05,-5615.521776593883
1305,May 04 2017,17336.927008616516,2017-05-04,120.06052605873992
1304,May 03 2017,17305.004631231062,2017-05-03,-31.92237738545373
1303,May 02 2017,17656.602697964245,2017-05-02,351.59806673318235
1302,May 01 2017,18863.39796327167,2017-05-01,1206.7952653074244
1301,Apr 30 2017,24812.531138662125,2017-04-30,5949.133175390456
1300,Apr 29 2017,23174.209716767793,2017-04-29,-1638.3214218943322
1299,Apr 28 2017,17019.607643898373,2017-04-28,-6154.60207286942
1298,Apr 27 2017,16688.531497993543,2017-04-27,-331.0761459048299
1297,Apr 26 2017,16846.719208481132,2017-04-26,158.18771048758936
1296,Apr 25 2017,16988.82204252597,2017-04-25,142.10283404483926
1295,Apr 24 2017,17883.793593063674,2017-04-24,894.9715505377026
1294,Apr 23 2017,24627.449027633804,2017-04-23,6743.65543457013
1293,Apr 22 2017,23526.53183536215,2017-04-22,-1100.9171922716523
1292,Apr 21 2017,17469.870006870613,2017-04-21,-6056.6618284915385
1291,Apr 20 2017,16755.8116231491,2017-04-20,-714.0583837215127
1290,Apr 19 2017,16472.771594771,2017-04-19,-283.04002837810185
1289,Apr 18 2017,16909.80049569167,2017-04-18,437.02890092067173
1288,Apr 17 2017,18420.372218632136,2017-04-17,1510.5717229404654
1287,Apr 16 2017,26325.7901583413,2017-04-16,7905.417939709165
1286,Apr 15 2017,23359.05476709301,2017-04-15,-2966.7353912482904
1285,Apr 14 2017,19479.01397289583,2017-04-14,-3880.040794197179
1284,Apr 13 2017,16881.908066411863,2017-04-13,-2597.1059064839683
1283,Apr 12 2017,17135.578960377774,2017-04-12,253.6708939659111
1282,Apr 11 2017,17706.670149484577,2017-04-11,571.0911891068026
1281,Apr 10 2017,19353.52749437628,2017-04-10,1646.857344891705
1280,Apr 09 2017,26378.278812852168,2017-04-09,7024.751318475886
1279,Apr 08 2017,24469.15372309528,2017-04-08,-1909.1250897568862
1278,Apr 07 2017,17613.047555867208,2017-04-07,-6856.106167228074
1277,Apr 06 2017,16821.464021651896,2017-04-06,-791.5835342153114
1276,Apr 05 2017,16947.52708113977,2017-04-05,126.06305948787485
1275,Apr 04 2017,17031.43415971283,2017-04-04,83.90707857305824
1274,Apr 03 2017,17843.891500757712,2017-04-03,812.4573410448829
1273,Apr 02 2017,24781.000704338338,2017-04-02,6937.109203580625
1272,Apr 01 2017,24191.133158231583,2017-04-01,-589.8675461067542
1271,Mar 31 2017,18551.385450658807,2017-03-31,-5639.747707572777
1270,Mar 30 2017,18658.66871241412,2017-03-30,107.28326175531402
1269,Mar 29 2017,16397.186556363104,2017-03-29,-2261.4821560510172
1268,Mar 28 2017,16535.6045892744,2017-03-28,138.4180329112969
1267,Mar 27 2017,16782.184156848627,2017-03-27,246.57956757422653
1266,Mar 26 2017,22154.10019110771,2017-03-26,5371.916034259084
1265,Mar 25 2017,20572.97934207313,2017-03-25,-1581.1208490345816
1264,Mar 24 2017,15512.51421031855,2017-03-24,-5060.4651317545795
1263,Mar 23 2017,14957.421967624954,2017-03-23,-555.0922426935958
1262,Mar 22 2017,15010.247053724921,2017-03-22,52.82508609996694
1261,Mar 21 2017,15039.109816754453,2017-03-21,28.86276302953229
1260,Mar 20 2017,16055.318001605616,2017-03-20,1016.2081848511625
1259,Mar 19 2017,20717.121475274416,2017-03-19,4661.8034736688005
1258,Mar 18 2017,19273.630300757413,2017-03-18,-1443.491174517003
1257,Mar 17 2017,14407.494200039631,2017-03-17,-4866.136100717782
1256,Mar 16 2017,14548.944632999115,2017-03-16,141.4504329594838
1255,Mar 15 2017,14616.131779262303,2017-03-15,67.18714626318797
1254,Mar 14 2017,14768.24503977929,2017-03-14,152.1132605169878
1253,Mar 13 2017,15753.555911283116,2017-03-13,985.3108715038252
1252,Mar 12 2017,19982.915212174594,2017-03-12,4229.359300891478
1251,Mar 11 2017,18998.90702286404,2017-03-11,-984.0081893105526
1250,Mar 10 2017,15009.29054016056,2017-03-10,-3989.616482703481
1249,Mar 09 2017,15142.10297926411,2017-03-09,132.81243910354897
1248,Mar 08 2017,14727.056114844887,2017-03-08,-415.0468644192224
1247,Mar 07 2017,14363.337312687996,2017-03-07,-363.7188021568909
1246,Mar 06 2017,16008.328329998612,2017-03-06,1644.9910173106164
1245,Mar 05 2017,19890.107494022603,2017-03-05,3881.7791640239902
1244,Mar 04 2017,20131.943956753756,2017-03-04,241.836462731153
1243,Mar 03 2017,15407.207860850622,2017-03-03,-4724.736095903134
1242,Mar 02 2017,14686.922516963921,2017-03-02,-720.2853438867005
1241,Mar 01 2017,14150.70666594655,2017-03-01,-536.2158510173704
1240,Feb 28 2017,13762.475552958502,2017-02-28,-388.23111298804906
1239,Feb 27 2017,14607.682466584587,2017-02-27,845.2069136260852
1238,Feb 26 2017,19215.254958625,2017-02-26,4607.572492040412
1237,Feb 25 2017,18904.429329561408,2017-02-25,-310.8256290635909
1236,Feb 24 2017,14286.747329732667,2017-02-24,-4617.681999828741
1235,Feb 23 2017,14234.685813501197,2017-02-23,-52.061516231469795
1234,Feb 22 2017,13945.653083987898,2017-02-22,-289.0327295132993
1233,Feb 21 2017,14434.236984647698,2017-02-21,488.58390065979984
1232,Feb 20 2017,17046.10072568977,2017-02-20,2611.8637410420706
1231,Feb 19 2017,19011.946817364707,2017-02-19,1965.846091674939
1230,Feb 18 2017,17793.28631594647,2017-02-18,-1218.6605014182387
1229,Feb 17 2017,13643.093708395483,2017-02-17,-4150.1926075509855
1228,Feb 16 2017,12954.211460920234,2017-02-16,-688.8822474752487
1227,Feb 15 2017,12693.914740248065,2017-02-15,-260.2967206721696
1226,Feb 14 2017,12234.05401642597,2017-02-14,-459.8607238220957
1225,Feb 13 2017,13370.488895572576,2017-02-13,1136.4348791466073
1224,Feb 12 2017,17675.26649386884,2017-02-12,4304.777598296263
1223,Feb 11 2017,16917.78116524861,2017-02-11,-757.4853286202306
1222,Feb 10 2017,13229.583574928249,2017-02-10,-3688.19759032036
1221,Feb 09 2017,12770.897081515974,2017-02-09,-458.686493412275
1220,Feb 08 2017,12932.20848670131,2017-02-08,161.3114051853372
1219,Feb 07 2017,12528.137138859234,2017-02-07,-404.07134784207665
1218,Feb 06 2017,12187.427292544839,2017-02-06,-340.7098463143957
1217,Feb 05 2017,15880.64807221114,2017-02-05,3693.2207796663006
1216,Feb 04 2017,17383.03065376314,2017-02-04,1502.3825815520013
1215,Feb 03 2017,13336.469505920295,2017-02-03,-4046.5611478428455
1214,Feb 02 2017,12988.488606233572,2017-02-02,-347.9808996867232
1213,Feb 01 2017,13125.470535161749,2017-02-01,136.98192892817679
1212,Jan 31 2017,13095.240090062794,2017-01-31,-30.23044509895408
1211,Jan 30 2017,13800.853298173419,2017-01-30,705.6132081106243
1210,Jan 29 2017,17215.47162861779,2017-01-29,3414.618330444371
1209,Jan 28 2017,16640.370613649673,2017-01-28,-575.1010149681169
1208,Jan 27 2017,13068.447312205255,2017-01-27,-3571.923301444418
1207,Jan 26 2017,12600.465186528994,2017-01-26,-467.9821256762607
1206,Jan 25 2017,12760.08047167639,2017-01-25,159.6152851473962
1205,Jan 24 2017,12932.458212198377,2017-01-24,172.3777405219862
1204,Jan 23 2017,13394.426230981928,2017-01-23,461.9680187835511
1203,Jan 22 2017,16569.835159485654,2017-01-22,3175.408928503726
1202,Jan 21 2017,16386.267566178125,2017-01-21,-183.56759330752902
1201,Jan 20 2017,12430.80372251884,2017-01-20,-3955.463843659285
1200,Jan 19 2017,12969.11796289105,2017-01-19,538.3142403722104
1199,Jan 18 2017,12988.866634771433,2017-01-18,19.74867188038297
1198,Jan 17 2017,13728.357632244897,2017-01-17,739.4909974734637
1197,Jan 16 2017,15923.87714741567,2017-01-16,2195.519515170772
1196,Jan 15 2017,17186.05110748145,2017-01-15,1262.1739600657802
1195,Jan 14 2017,17099.677870987325,2017-01-14,-86.37323649412428
1194,Jan 13 2017,13189.474618152384,2017-01-13,-3910.203252834941
1193,Jan 12 2017,13501.534203150291,2017-01-12,312.0595849979072
1192,Jan 11 2017,12555.980944866847,2017-01-11,-945.5532582834439
1191,Jan 10 2017,12782.250318755578,2017-01-10,226.26937388873012
1190,Jan 09 2017,14099.101562721358,2017-01-09,1316.8512439657807
1189,Jan 08 2017,17343.322992068086,2017-01-08,3244.2214293467277
1188,Jan 07 2017,17629.365548528665,2017-01-07,286.04255646057936
1187,Jan 06 2017,14010.856245845842,2017-01-06,-3618.5093026828235
1186,Jan 05 2017,13997.66630100342,2017-01-05,-13.189944842421028
1185,Jan 04 2017,14700.978471984672,2017-01-04,703.3121709812513
1184,Jan 03 2017,14442.293318960046,2017-01-03,-258.68515302462583
1183,Jan 02 2017,18859.768674179602,2017-01-02,4417.475355219556
1182,Jan 01 2017,20534.559009755452,2017-01-01,1674.79033557585
1181,Dec 31 2016,17295.967014736325,2016-12-31,-3238.5919950191274
1180,Dec 30 2016,16448.087779701335,2016-12-30,-847.8792350349904
1179,Dec 29 2016,16278.803524464407,2016-12-29,-169.2842552369275
1178,Dec 28 2016,16460.763616418644,2016-12-28,181.9600919542372
1177,Dec 27 2016,16771.19145499704,2016-12-27,310.4278385783946
1176,Dec 26 2016,20272.922733260566,2016-12-26,3501.731278263527
1175,Dec 25 2016,12806.36143361872,2016-12-25,-7466.561299641846
1174,Dec 24 2016,16647.30092759016,2016-12-24,3840.9394939714402
1173,Dec 23 2016,16206.862633589342,2016-12-23,-440.43829400081813
1172,Dec 22 2016,15204.571842176592,2016-12-22,-1002.29079141275
1171,Dec 21 2016,14921.373639847152,2016-12-21,-283.1982023294404
1170,Dec 20 2016,15270.309391334458,2016-12-20,348.93575148730633
1169,Dec 19 2016,15759.461364058843,2016-12-19,489.1519727243849
1168,Dec 18 2016,18044.905078493033,2016-12-18,2285.44371443419
1167,Dec 17 2016,17815.18969555032,2016-12-17,-229.71538294271159
1166,Dec 16 2016,14384.278349991378,2016-12-16,-3430.911345558943
1165,Dec 15 2016,14216.713948560562,2016-12-15,-167.56440143081636
1164,Dec 14 2016,14206.735435740175,2016-12-14,-9.97851282038755
1163,Dec 13 2016,14441.4878092383,2016-12-13,234.75237349812596
1162,Dec 12 2016,15352.856850554264,2016-12-12,911.3690413159638
1161,Dec 11 2016,18653.753356271478,2016-12-11,3300.8965057172136
1160,Dec 10 2016,18796.737209611503,2016-12-10,142.98385334002523
1159,Dec 09 2016,14281.441851731284,2016-12-09,-4515.295357880219
1158,Dec 08 2016,14905.95508050204,2016-12-08,624.5132287707565
1157,Dec 07 2016,14792.297876977962,2016-12-07,-113.6572035240788
1156,Dec 06 2016,15450.524136454485,2016-12-06,658.2262594765234
1155,Dec 05 2016,16271.295994726072,2016-12-05,820.7718582715861
1154,Dec 04 2016,21410.433608033472,2016-12-04,5139.137613307401
1153,Dec 03 2016,21528.6459957051,2016-12-03,118.21238767162868
1152,Dec 02 2016,16414.650365891885,2016-12-02,-5113.9956298132165
1151,Dec 01 2016,15966.607134580912,2016-12-01,-448.04323131097226
1150,Nov 30 2016,15958.16960346737,2016-11-30,-8.437531113542718
1149,Nov 29 2016,17301.443320260514,2016-11-29,1343.2737167931446
1148,Nov 28 2016,20480.700674291555,2016-11-28,3179.2573540310404
1147,Nov 27 2016,25187.167772726847,2016-11-27,4706.467098435292
1146,Nov 26 2016,26160.759423840635,2016-11-26,973.5916511137875
1145,Nov 25 2016,36154.07107009356,2016-11-25,9993.311646252925
1144,Nov 24 2016,29938.904753434497,2016-11-24,-6215.166316659062
1143,Nov 23 2016,20829.609726185572,2016-11-23,-9109.295027248925
1142,Nov 22 2016,18323.950175305697,2016-11-22,-2505.6595508798746
1141,Nov 21 2016,18813.685783798974,2016-11-21,489.73560849327623
1140,Nov 20 2016,22647.662963514817,2016-11-20,3833.977179715843
1139,Nov 19 2016,21167.353568926115,2016-11-19,-1480.3093945887013
1138,Nov 18 2016,15868.800981778888,2016-11-18,-5298.552587147227
1137,Nov 17 2016,15572.022785737276,2016-11-17,-296.7781960416123
1136,Nov 16 2016,15113.098807854378,2016-11-16,-458.9239778828978
1135,Nov 15 2016,15528.569680535431,2016-11-15,415.47087268105315
1134,Nov 14 2016,15658.28211799859,2016-11-14,129.7124374631585
1133,Nov 13 2016,19752.336406743914,2016-11-13,4094.054288745325
1132,Nov 12 2016,19801.398204527224,2016-11-12,49.061797783309885
1131,Nov 11 2016,15712.118125878995,2016-11-11,-4089.2800786482294
1130,Nov 10 2016,13573.410671089072,2016-11-10,-2138.707454789923
1129,Nov 09 2016,9204.960296689438,2016-11-09,-4368.450374399634
1128,Nov 08 2016,13341.260055145845,2016-11-08,4136.299758456407
1127,Nov 07 2016,14801.954354680476,2016-11-07,1460.6942995346308
1126,Nov 06 2016,19318.401370281215,2016-11-06,4516.447015600739
1125,Nov 05 2016,19595.70052888749,2016-11-05,277.29915860627443
1124,Nov 04 2016,14784.556218140975,2016-11-04,-4811.144310746515
1123,Nov 03 2016,13413.029314430392,2016-11-03,-1371.5269037105827
1122,Nov 02 2016,14157.243271671698,2016-11-02,744.2139572413053
1121,Nov 01 2016,13849.751263347247,2016-11-01,-307.4920083244506
1120,Oct 31 2016,13571.450614140504,2016-10-31,-278.3006492067434
1119,Oct 30 2016,17360.790533859345,2016-10-30,3789.339919718841
1118,Oct 29 2016,17061.62765105609,2016-10-29,-299.16288280325534
1117,Oct 28 2016,14204.456904169456,2016-10-28,-2857.1707468866334
1116,Oct 27 2016,13508.355873867677,2016-10-27,-696.1010303017792
1115,Oct 26 2016,13609.075039312022,2016-10-26,100.71916544434498
1114,Oct 25 2016,13915.363183432124,2016-10-25,306.2881441201025
1113,Oct 24 2016,14539.439306149445,2016-10-24,624.0761227173207
1112,Oct 23 2016,17719.704980063874,2016-10-23,3180.2656739144295
1111,Oct 22 2016,18156.27427570383,2016-10-22,436.56929563995436
1110,Oct 21 2016,13994.594047549446,2016-10-21,-4161.680228154382
1109,Oct 20 2016,13216.418546590665,2016-10-20,-778.1755009587814
1108,Oct 19 2016,13809.885033923698,2016-10-19,593.466487333033
1107,Oct 18 2016,14218.44055848619,2016-10-18,408.5555245624928
1106,Oct 17 2016,14529.487267374392,2016-10-17,311.04670888820147
1105,Oct 16 2016,17494.489043203226,2016-10-16,2965.001775828834
1104,Oct 15 2016,17959.451638617804,2016-10-15,464.96259541457766
1103,Oct 14 2016,14540.340706129336,2016-10-14,-3419.1109324884674
1102,Oct 13 2016,14111.009491808465,2016-10-13,-429.33121432087137
1101,Oct 12 2016,13872.871674046059,2016-10-12,-238.13781776240648
1100,Oct 11 2016,14015.48226568905,2016-10-11,142.6105916429915
1099,Oct 10 2016,15272.625554154305,2016-10-10,1257.143288465255
1098,Oct 09 2016,18556.277535874116,2016-10-09,3283.6519817198114
1097,Oct 08 2016,17701.76418277869,2016-10-08,-854.5133530954263
1096,Oct 07 2016,14066.604852945138,2016-10-07,-3635.159329833552
1095,Oct 06 2016,14386.813503068714,2016-10-06,320.20865012357535
1094,Oct 05 2016,14730.795455341155,2016-10-05,343.98195227244105
1093,Oct 04 2016,14596.020055411565,2016-10-04,-134.77539992958918
1092,Oct 03 2016,14644.086967618428,2016-10-03,48.06691220686298
1091,Oct 02 2016,17772.06276583414,2016-10-02,3127.9757982157116
1090,Oct 01 2016,18185.166050232812,2016-10-01,413.10328439867226
1089,Sep 30 2016,14560.97714408762,2016-09-30,-3624.188906145193
1088,Sep 29 2016,13755.278990567107,2016-09-29,-805.6981535205123
1087,Sep 28 2016,13841.313842648542,2016-09-28,86.03485208143502
1086,Sep 27 2016,12989.907096084524,2016-09-27,-851.4067465640182
1085,Sep 26 2016,14033.795836544205,2016-09-26,1043.8887404596808
1084,Sep 25 2016,17598.201290863006,2016-09-25,3564.4054543188013
1083,Sep 24 2016,17800.723443416657,2016-09-24,202.5221525536508
1082,Sep 23 2016,13828.541665848325,2016-09-23,-3972.181777568332
1081,Sep 22 2016,13737.448511094453,2016-09-22,-91.0931547538712
1080,Sep 21 2016,13013.770806841723,2016-09-21,-723.6777042527301
1079,Sep 20 2016,13707.592471994949,2016-09-20,693.8216651532257
1078,Sep 19 2016,14217.222469647935,2016-09-19,509.6299976529863
1077,Sep 18 2016,17268.804787799516,2016-09-18,3051.5823181515807
1076,Sep 17 2016,17000.755838557274,2016-09-17,-268.0489492422421
1075,Sep 16 2016,14135.755496131202,2016-09-16,-2865.000342426072
1074,Sep 15 2016,13927.866613590291,2016-09-15,-207.88888254091034
1073,Sep 14 2016,13970.041877885764,2016-09-14,42.175264295472516
1072,Sep 13 2016,13598.392223190138,2016-09-13,-371.64965469562594
1071,Sep 12 2016,14780.167795098241,2016-09-12,1181.7755719081033
1070,Sep 11 2016,17913.61250273464,2016-09-11,3133.4447076363977
1069,Sep 10 2016,18016.89113014214,2016-09-10,103.27862740750061
1068,Sep 09 2016,13983.082546716993,2016-09-09,-4033.808583425147
1067,Sep 08 2016,14155.230758353197,2016-09-08,172.148211636204
1066,Sep 07 2016,14586.112771145928,2016-09-07,430.882012792732
1065,Sep 06 2016,15597.829007453425,2016-09-06,1011.7162363074967
1064,Sep 05 2016,24841.325207321468,2016-09-05,9243.496199868043
1063,Sep 04 2016,22822.543050888882,2016-09-04,-2018.782156432586
1062,Sep 03 2016,21105.74382221289,2016-09-03,-1716.799228675991
1061,Sep 02 2016,16366.402957010218,2016-09-02,-4739.340865202674
1060,Sep 01 2016,15503.29362009572,2016-09-01,-863.1093369144983
1059,Aug 31 2016,15233.655219333972,2016-08-31,-269.6384007617471
1058,Aug 30 2016,15446.826215199186,2016-08-30,213.17099586521363
1057,Aug 29 2016,15618.547121782753,2016-08-29,171.72090658356683
1056,Aug 28 2016,20043.89303427385,2016-08-28,4425.345912491097
1055,Aug 27 2016,19399.701453553054,2016-08-27,-644.1915807207952
1054,Aug 26 2016,15382.76001378358,2016-08-26,-4016.9414397694745
1053,Aug 25 2016,14937.069281935726,2016-08-25,-445.6907318478534
1052,Aug 24 2016,14311.676491444738,2016-08-24,-625.3927904909888
1051,Aug 23 2016,14933.83039676923,2016-08-23,622.1539053244924
1050,Aug 22 2016,15888.516633683685,2016-08-22,954.6862369144546
1049,Aug 21 2016,18943.911246130705,2016-08-21,3055.3946124470203
1048,Aug 20 2016,18270.033781207134,2016-08-20,-673.8774649235711
1047,Aug 19 2016,14599.765477724912,2016-08-19,-3670.268303482222
1046,Aug 18 2016,14360.437335127717,2016-08-18,-239.32814259719453
1045,Aug 17 2016,15003.847294593954,2016-08-17,643.4099594662366
1044,Aug 16 2016,14945.823028434963,2016-08-16,-58.02426615899094
1043,Aug 15 2016,15605.547177217577,2016-08-15,659.7241487826141
1042,Aug 14 2016,18908.3721682557,2016-08-14,3302.8249910381237
1041,Aug 13 2016,18591.294058719166,2016-08-13,-317.0781095365346
1040,Aug 12 2016,14638.881805151095,2016-08-12,-3952.412253568071
1039,Aug 11 2016,14661.797475359841,2016-08-11,22.915670208745723
1038,Aug 10 2016,14337.316323298295,2016-08-10,-324.4811520615458
1037,Aug 09 2016,14673.56097096448,2016-08-09,336.2446476661844
1036,Aug 08 2016,15744.376076807732,2016-08-08,1070.8151058432522
