,date,value,period,onediffvalue
1035,Aug 07 2016,18925.586596424193,2016-08-07,3181.210519616461
1034,Aug 06 2016,18588.68298858907,2016-08-06,-336.9036078351237
1033,Aug 05 2016,15902.404286512357,2016-08-05,-2686.278702076712
1032,Aug 04 2016,15635.13816831377,2016-08-04,-267.2661181985877
1031,Aug 03 2016,16083.835485298414,2016-08-03,448.6973169846442
1030,Aug 02 2016,16172.233373534435,2016-08-02,88.39788823602066
1029,Aug 01 2016,17094.50953740939,2016-08-01,922.2761638749562
1028,Jul 31 2016,20932.737086555764,2016-07-31,3838.2275491463733
1027,Jul 30 2016,20002.28078943784,2016-07-30,-930.4562971179257
1026,Jul 29 2016,15959.667034998205,2016-07-29,-4042.6137544396333
1025,Jul 28 2016,15688.208473164475,2016-07-28,-271.4585618337296
1024,Jul 27 2016,16059.832128498105,2016-07-27,371.62365533362936
1023,Jul 26 2016,16208.14438626386,2016-07-26,148.31225776575593
1022,Jul 25 2016,17528.520122675796,2016-07-25,1320.3757364119356
1021,Jul 24 2016,21835.580831542917,2016-07-24,4307.06070886712
1020,Jul 23 2016,20134.17206576151,2016-07-23,-1701.4087657814052
1019,Jul 22 2016,16896.467232514933,2016-07-22,-3237.7048332465783
1018,Jul 21 2016,15973.373619687363,2016-07-21,-923.0936128275698
1017,Jul 20 2016,16657.484984376602,2016-07-20,684.111364689239
1016,Jul 19 2016,16419.423413567245,2016-07-19,-238.06157080935736
1015,Jul 18 2016,17390.984010035347,2016-07-18,971.5605964681017
1014,Jul 17 2016,21281.00128071707,2016-07-17,3890.0172706817248
1013,Jul 16 2016,20190.804510661543,2016-07-16,-1090.1967700555288
1012,Jul 15 2016,16774.52413400327,2016-07-15,-3416.280376658273
1011,Jul 14 2016,15887.271845657282,2016-07-14,-887.2522883459878
1010,Jul 13 2016,17304.971064559642,2016-07-13,1417.6992189023604
1009,Jul 12 2016,17142.96913791416,2016-07-12,-162.00192664548376
1008,Jul 11 2016,17772.697208723785,2016-07-11,629.7280708096259
1007,Jul 10 2016,22422.3356081009,2016-07-10,4649.638399377116
1006,Jul 09 2016,21040.355018710936,2016-07-09,-1381.9805893899647
1005,Jul 08 2016,17056.0261144905,2016-07-08,-3984.328904220434
1004,Jul 07 2016,17423.766463414977,2016-07-07,367.74034892447526
1003,Jul 06 2016,18134.96623975757,2016-07-06,711.1997763425934
1002,Jul 05 2016,17562.129859725927,2016-07-05,-572.8363800316438
1001,Jul 04 2016,28520.792020539484,2016-07-04,10958.662160813557
1000,Jul 03 2016,25458.729345706033,2016-07-03,-3062.0626748334507
999,Jul 02 2016,23930.920642211677,2016-07-02,-1527.8087034943565
998,Jul 01 2016,19366.78051662885,2016-07-01,-4564.140125582828
997,Jun 30 2016,18095.5713796353,2016-06-30,-1271.2091369935479
996,Jun 29 2016,18206.29070866638,2016-06-29,110.71932903107881
995,Jun 28 2016,17598.31747465679,2016-06-28,-607.9732340095907
994,Jun 27 2016,18377.405200327867,2016-06-27,779.0877256710774
993,Jun 26 2016,23556.64065360048,2016-06-26,5179.235453272613
992,Jun 25 2016,21624.004757710958,2016-06-25,-1932.6358958895216
991,Jun 24 2016,17307.875697586318,2016-06-24,-4316.12906012464
990,Jun 23 2016,17446.0297446605,2016-06-23,138.15404707418202
989,Jun 22 2016,17563.590364150587,2016-06-22,117.56061949008654
988,Jun 21 2016,18487.953527704332,2016-06-21,924.3631635537458
987,Jun 20 2016,19048.53434081508,2016-06-20,560.5808131107478
986,Jun 19 2016,23213.614082116394,2016-06-19,4165.079741301313
985,Jun 18 2016,23377.190134260327,2016-06-18,163.57605214393334
984,Jun 17 2016,18292.836566510035,2016-06-17,-5084.353567750291
983,Jun 16 2016,17794.52244380604,2016-06-16,-498.31412270399596
982,Jun 15 2016,17095.02240604359,2016-06-15,-699.5000377624492
981,Jun 14 2016,17467.33132116194,2016-06-14,372.3089151183485
980,Jun 13 2016,18482.18408601022,2016-06-13,1014.8527648482814
979,Jun 12 2016,22791.88862875664,2016-06-12,4309.704542746418
978,Jun 11 2016,21915.407059859266,2016-06-11,-876.4815688973722
977,Jun 10 2016,17958.001245922685,2016-06-10,-3957.4058139365807
976,Jun 09 2016,17332.600997236856,2016-06-09,-625.4002486858299
975,Jun 08 2016,16723.56889112294,2016-06-08,-609.0321061139148
974,Jun 07 2016,17771.165521064228,2016-06-07,1047.5966299412867
973,Jun 06 2016,18295.735090317412,2016-06-06,524.5695692531845
972,Jun 05 2016,24238.242689932486,2016-06-05,5942.507599615074
971,Jun 04 2016,22893.46749739312,2016-06-04,-1344.775192539364
970,Jun 03 2016,18230.564624333783,2016-06-03,-4662.902873059338
969,Jun 02 2016,17922.42125610886,2016-06-02,-308.1433682249226
968,Jun 01 2016,18521.282056322347,2016-06-01,598.8608002134861
967,May 31 2016,19776.662556830986,2016-05-31,1255.3805005086397
966,May 30 2016,32043.239348994135,2016-05-30,12266.576792163149
965,May 29 2016,28746.27200772402,2016-05-29,-3296.967341270116
964,May 28 2016,26873.20579856888,2016-05-28,-1873.0662091551385
963,May 27 2016,20594.975285439123,2016-05-27,-6278.230513129758
962,May 26 2016,19220.204147924815,2016-05-26,-1374.771137514308
961,May 25 2016,17993.23747666309,2016-05-25,-1226.9666712617254
960,May 24 2016,17950.817693477977,2016-05-24,-42.419783185112465
959,May 23 2016,18698.21960964327,2016-05-23,747.4019161652941
958,May 22 2016,25239.121885301854,2016-05-22,6540.902275658584
957,May 21 2016,23301.135232165732,2016-05-21,-1937.9866531361222
956,May 20 2016,17710.820367275686,2016-05-20,-5590.314864890046
955,May 19 2016,16283.571651145703,2016-05-19,-1427.2487161299832
954,May 18 2016,16495.905085726434,2016-05-18,212.33343458073068
953,May 17 2016,16545.07360678433,2016-05-17,49.16852105789803
952,May 16 2016,17930.016133105048,2016-05-16,1384.9425263207158
951,May 15 2016,23901.83593823136,2016-05-15,5971.819805126313
950,May 14 2016,22568.843867160616,2016-05-14,-1332.9920710707447
949,May 13 2016,17154.7481650981,2016-05-13,-5414.095702062517
948,May 12 2016,16710.282546233182,2016-05-12,-444.4656188649169
947,May 11 2016,16401.480300358045,2016-05-11,-308.8022458751366
946,May 10 2016,16017.673094701488,2016-05-10,-383.8072056565579
945,May 09 2016,16969.07790114819,2016-05-09,951.4048064467024
944,May 08 2016,21361.638647948224,2016-05-08,4392.560746800034
943,May 07 2016,22405.62767742297,2016-05-07,1043.9890294747456
942,May 06 2016,16687.851114989277,2016-05-06,-5717.7765624336935
941,May 05 2016,16082.206470737432,2016-05-05,-605.6446442518445
940,May 04 2016,15858.581292706402,2016-05-04,-223.62517803103037
939,May 03 2016,16247.736933102284,2016-05-03,389.1556403958821
938,May 02 2016,17371.071004992267,2016-05-02,1123.3340718899835
937,May 01 2016,22730.762147044836,2016-05-01,5359.6911420525685
936,Apr 30 2016,21488.705348109943,2016-04-30,-1242.0567989348929
935,Apr 29 2016,15979.598109162065,2016-04-29,-5509.107238947878
934,Apr 28 2016,15830.212683591495,2016-04-28,-149.38542557057008
933,Apr 27 2016,15252.580548007494,2016-04-27,-577.6321355840009
932,Apr 26 2016,15749.876188494029,2016-04-26,497.29564048653447
931,Apr 25 2016,17814.96903739204,2016-04-25,2065.09284889801
930,Apr 24 2016,24207.995824733513,2016-04-24,6393.026787341474
929,Apr 23 2016,22365.65963951409,2016-04-23,-1842.3361852194212
928,Apr 22 2016,16345.207087147513,2016-04-22,-6020.452552366578
927,Apr 21 2016,15152.740281456425,2016-04-21,-1192.4668056910887
926,Apr 20 2016,16634.138081898713,2016-04-20,1481.397800442288
925,Apr 19 2016,16729.706100273426,2016-04-19,95.56801837471357
924,Apr 18 2016,18441.074323118493,2016-04-18,1711.368222845067
923,Apr 17 2016,25325.270330159583,2016-04-17,6884.19600704109
922,Apr 16 2016,23172.12388580523,2016-04-16,-2153.146444354352
921,Apr 15 2016,17003.198631289055,2016-04-15,-6168.925254516176
920,Apr 14 2016,15896.121243631636,2016-04-14,-1107.0773876574185
919,Apr 13 2016,15410.141761552686,2016-04-13,-485.97948207895024
918,Apr 12 2016,15955.166056043423,2016-04-12,545.0242944907368
917,Apr 11 2016,16400.35469360198,2016-04-11,445.1886375585582
916,Apr 10 2016,22575.79939885176,2016-04-10,6175.444705249778
915,Apr 09 2016,21568.784509195655,2016-04-09,-1007.0148896561041
914,Apr 08 2016,16412.767195076245,2016-04-08,-5156.01731411941
913,Apr 07 2016,15773.651308972705,2016-04-07,-639.1158861035401
912,Apr 06 2016,15035.896128029804,2016-04-06,-737.7551809429006
911,Apr 05 2016,15191.23734358655,2016-04-05,155.34121555674574
910,Apr 04 2016,15832.059086193683,2016-04-04,640.8217426071333
909,Apr 03 2016,22145.07697060474,2016-04-03,6313.017884411056
908,Apr 02 2016,21236.95814566524,2016-04-02,-908.1188249394982
907,Apr 01 2016,16141.257176353845,2016-04-01,-5095.700969311396
906,Mar 31 2016,15367.823596927235,2016-03-31,-773.4335794266099
905,Mar 30 2016,15071.344425288882,2016-03-30,-296.47917163835336
904,Mar 29 2016,15402.57809001055,2016-03-29,331.2336647216671
903,Mar 28 2016,16175.779937619009,2016-03-28,773.2018476084595
902,Mar 27 2016,22138.3751002713,2016-03-27,5962.595162652291
901,Mar 26 2016,19110.781802942973,2016-03-26,-3027.593297328327
900,Mar 25 2016,15911.63223873604,2016-03-25,-3199.149564206933
899,Mar 24 2016,14674.976483355778,2016-03-24,-1236.6557553802613
898,Mar 23 2016,14590.127717715037,2016-03-23,-84.84876564074148
897,Mar 22 2016,14536.28252006649,2016-03-22,-53.84519764854667
896,Mar 21 2016,15516.009768208298,2016-03-21,979.7272481418076
895,Mar 20 2016,20139.315181895836,2016-03-20,4623.305413687538
894,Mar 19 2016,19121.499703082405,2016-03-19,-1017.8154788134307
893,Mar 18 2016,14892.974061536323,2016-03-18,-4228.525641546083
892,Mar 17 2016,14218.073589958962,2016-03-17,-674.9004715773608
891,Mar 16 2016,14420.929933160087,2016-03-16,202.85634320112513
890,Mar 15 2016,15035.705241227479,2016-03-15,614.775308067392
889,Mar 14 2016,15607.40578899022,2016-03-14,571.7005477627408
888,Mar 13 2016,19985.988613334714,2016-03-13,4378.582824344494
887,Mar 12 2016,19234.057566415882,2016-03-12,-751.9310469188313
886,Mar 11 2016,14676.050008192035,2016-03-11,-4558.007558223848
885,Mar 10 2016,14079.19997595439,2016-03-10,-596.850032237644
884,Mar 09 2016,13920.085758339417,2016-03-09,-159.1142176149733
883,Mar 08 2016,13996.957924600536,2016-03-08,76.87216626111876
882,Mar 07 2016,15014.080781562094,2016-03-07,1017.1228569615578
881,Mar 06 2016,18706.084180594098,2016-03-06,3692.0033990320044
880,Mar 05 2016,18666.25244304742,2016-03-05,-39.831737546679506
879,Mar 04 2016,13660.476921233407,2016-03-04,-5005.775521814012
878,Mar 03 2016,13353.014518604405,2016-03-03,-307.4624026290021
877,Mar 02 2016,13126.704584290048,2016-03-02,-226.30993431435672
876,Mar 01 2016,13698.051386828041,2016-03-01,571.3468025379934
875,Feb 29 2016,14071.070608571557,2016-02-29,373.019221743516
874,Feb 28 2016,18764.20951368871,2016-02-28,4693.138905117154
873,Feb 27 2016,17683.57997721443,2016-02-27,-1080.62953647428
872,Feb 26 2016,13189.689460306156,2016-02-26,-4493.8905169082755
871,Feb 25 2016,13099.898228143446,2016-02-25,-89.79123216271
870,Feb 24 2016,12829.39138480883,2016-02-24,-270.50684333461504
869,Feb 23 2016,13136.70186636616,2016-02-23,307.3104815573297
868,Feb 22 2016,13910.820623113259,2016-02-22,774.1187567470988
867,Feb 21 2016,18114.47013884737,2016-02-21,4203.6495157341105
866,Feb 20 2016,17396.709598141464,2016-02-20,-717.7605407059054
865,Feb 19 2016,13469.799884929096,2016-02-19,-3926.909713212368
864,Feb 18 2016,12645.485011298486,2016-02-18,-824.3148736306102
863,Feb 17 2016,12928.737744574515,2016-02-17,283.2527332760292
862,Feb 16 2016,12769.43811244385,2016-02-16,-159.2996321306655
861,Feb 15 2016,15014.551542772128,2016-02-15,2245.113430328278
860,Feb 14 2016,16314.59594882851,2016-02-14,1300.0444060563823
859,Feb 13 2016,16626.964558484764,2016-02-13,312.3686096562542
858,Feb 12 2016,12974.047303897461,2016-02-12,-3652.9172545873025
857,Feb 11 2016,12330.827265363827,2016-02-11,-643.2200385336346
856,Feb 10 2016,12285.015574246536,2016-02-10,-45.81169111729105
855,Feb 09 2016,12574.278786793855,2016-02-09,289.2632125473192
854,Feb 08 2016,11962.630551064347,2016-02-08,-611.6482357295081
853,Feb 07 2016,15047.450185578287,2016-02-07,3084.8196345139404
852,Feb 06 2016,16284.728394895303,2016-02-06,1237.2782093170154
851,Feb 05 2016,12875.55257516137,2016-02-05,-3409.175819733933
850,Feb 04 2016,12842.41814909273,2016-02-04,-33.134426068640096
849,Feb 03 2016,12232.441556663423,2016-02-03,-609.976592429306
848,Feb 02 2016,11775.132011573909,2016-02-02,-457.30954508951436
847,Feb 01 2016,13002.589784891557,2016-02-01,1227.4577733176484
846,Jan 31 2016,16492.09196772521,2016-01-31,3489.502182833652
845,Jan 30 2016,15717.995167049878,2016-01-30,-774.0968006753319
844,Jan 29 2016,12193.720496942744,2016-01-29,-3524.2746701071337
843,Jan 28 2016,12063.01848491456,2016-01-28,-130.70201202818316
842,Jan 27 2016,11988.119736673823,2016-01-27,-74.8987482407374
841,Jan 26 2016,12278.844940316278,2016-01-26,290.7252036424543
840,Jan 25 2016,12870.252930323068,2016-01-25,591.40799000679
839,Jan 24 2016,15472.851764036786,2016-01-24,2602.5988337137187
838,Jan 23 2016,14818.942004888673,2016-01-23,-653.9097591481132
837,Jan 22 2016,13704.49574151595,2016-01-22,-1114.4462633727235
836,Jan 21 2016,13354.542205935019,2016-01-21,-349.9535355809312
835,Jan 20 2016,12728.685897742373,2016-01-20,-625.8563081926459
834,Jan 19 2016,12835.259220215128,2016-01-19,106.57332247275554
833,Jan 18 2016,15509.02688595997,2016-01-18,2673.767665744841
832,Jan 17 2016,16040.81040703202,2016-01-17,531.7835210720514
831,Jan 16 2016,15407.313416188854,2016-01-16,-633.4969908431667
830,Jan 15 2016,12407.85950081003,2016-01-15,-2999.4539153788246
829,Jan 14 2016,10974.525776338918,2016-01-14,-1433.333724471111
828,Jan 13 2016,11494.2960776859,2016-01-13,519.7703013469818
827,Jan 12 2016,11700.912677241871,2016-01-12,206.61659955597133
826,Jan 11 2016,12410.046116185518,2016-01-11,709.133438943647
825,Jan 10 2016,14683.881253395828,2016-01-10,2273.8351372103098
824,Jan 09 2016,15331.0566884685,2016-01-09,647.1754350726715
823,Jan 08 2016,12524.800573348535,2016-01-08,-2806.2561151199643
822,Jan 07 2016,12265.44380528311,2016-01-07,-259.35676806542506
821,Jan 06 2016,12753.75371604723,2016-01-06,488.3099107641192
820,Jan 05 2016,13310.896284833476,2016-01-05,557.1425687862466
819,Jan 04 2016,13768.974192050398,2016-01-04,458.07790721692254
818,Jan 03 2016,17182.56044602452,2016-01-03,3413.586253974121
817,Jan 02 2016,18664.90338869974,2016-01-02,1482.342942675219
816,Jan 01 2016,22342.685675572095,2016-01-01,3677.782286872356
815,Dec 31 2015,16767.55150006038,2015-12-31,-5575.134175511714
814,Dec 30 2015,16268.707005333928,2015-12-30,-498.84449472645247
813,Dec 29 2015,16539.23605715879,2015-12-29,270.5290518248603
812,Dec 28 2015,17261.492333023572,2015-12-28,722.2562758647837
811,Dec 27 2015,18533.50211065315,2015-12-27,1272.009777629577
810,Dec 26 2015,19294.418409753056,2015-12-26,760.9162990999066
809,Dec 25 2015,13013.306107930655,2015-12-25,-6281.112301822401
808,Dec 24 2015,16321.031460549133,2015-12-24,3307.7253526184777
807,Dec 23 2015,15260.62708627626,2015-12-23,-1060.4043742728736
806,Dec 22 2015,15316.284350196129,2015-12-22,55.657263919869365
805,Dec 21 2015,15482.303050079414,2015-12-21,166.01869988328508
804,Dec 20 2015,17785.272883578167,2015-12-20,2302.9698334987534
803,Dec 19 2015,17481.53868059912,2015-12-19,-303.73420297904886
802,Dec 18 2015,13909.585896753184,2015-12-18,-3571.9527838459344
801,Dec 17 2015,13743.046366457802,2015-12-17,-166.53953029538206
800,Dec 16 2015,13783.685424926252,2015-12-16,40.63905846845046
799,Dec 15 2015,13771.725777273183,2015-12-15,-11.959647653069624
798,Dec 14 2015,15015.478716458912,2015-12-14,1243.7529391857297
797,Dec 13 2015,17744.49500388823,2015-12-13,2729.0162874293183
796,Dec 12 2015,17801.80436712344,2015-12-12,57.309363235210185
795,Dec 11 2015,14315.45786345247,2015-12-11,-3486.3465036709713
794,Dec 10 2015,14230.587993427622,2015-12-10,-84.86987002484784
793,Dec 09 2015,13960.676829028605,2015-12-09,-269.91116439901634
792,Dec 08 2015,14763.903838455686,2015-12-08,803.2270094270807
791,Dec 07 2015,16068.5046629071,2015-12-07,1304.6008244514142
790,Dec 06 2015,20844.4346713137,2015-12-06,4775.930008406598
789,Dec 05 2015,20652.24322512038,2015-12-05,-192.19144619331928
788,Dec 04 2015,15323.358520201718,2015-12-04,-5328.884704918661
787,Dec 03 2015,14882.774980516504,2015-12-03,-440.5835396852144
786,Dec 02 2015,15602.26879127303,2015-12-02,719.4938107565267
785,Dec 01 2015,17228.48050746949,2015-12-01,1626.211716196458
784,Nov 30 2015,19897.467661043705,2015-11-30,2668.987153574217
783,Nov 29 2015,24306.08631916516,2015-11-29,4408.618658121453
782,Nov 28 2015,25189.325669712667,2015-11-28,883.2393505475084
781,Nov 27 2015,33876.04553811654,2015-11-27,8686.71986840387
780,Nov 26 2015,27063.177035253524,2015-11-26,-6812.868502863013
779,Nov 25 2015,19403.97944952979,2015-11-25,-7659.197585723734
778,Nov 24 2015,17048.68773637384,2015-11-24,-2355.2917131559516
777,Nov 23 2015,17730.77264776832,2015-11-23,682.0849113944823
776,Nov 22 2015,21519.27770839989,2015-11-22,3788.505060631571
775,Nov 21 2015,20144.305247773173,2015-11-21,-1374.972460626719
774,Nov 20 2015,15452.315421378455,2015-11-20,-4691.989826394718
773,Nov 19 2015,14789.85808658002,2015-11-19,-662.4573347984351
772,Nov 18 2015,14928.30854995654,2015-11-18,138.45046337652093
771,Nov 17 2015,14586.088071052323,2015-11-17,-342.2204789042171
770,Nov 16 2015,15218.17413736127,2015-11-16,632.0860663089461
769,Nov 15 2015,18765.60865775422,2015-11-15,3547.4345203929497
768,Nov 14 2015,17875.582467636086,2015-11-14,-890.026190118133
767,Nov 13 2015,14434.734347618923,2015-11-13,-3440.8481200171627
766,Nov 12 2015,14232.638097076298,2015-11-12,-202.09625054262506
765,Nov 11 2015,14756.924065453031,2015-11-11,524.2859683767329
764,Nov 10 2015,14680.433009102584,2015-11-10,-76.49105635044725
763,Nov 09 2015,15487.220686767025,2015-11-09,806.7876776644407
762,Nov 08 2015,19187.131956394645,2015-11-08,3699.9112696276206
761,Nov 07 2015,19351.736927106438,2015-11-07,164.6049707117927
760,Nov 06 2015,14663.529057369398,2015-11-06,-4688.20786973704
759,Nov 05 2015,14065.571361423441,2015-11-05,-597.9576959459573
758,Nov 04 2015,14388.82069857374,2015-11-04,323.24933715029874
757,Nov 03 2015,14045.980999923235,2015-11-03,-342.83969865050494
756,Nov 02 2015,14395.135139684697,2015-11-02,349.1541397614619
755,Nov 01 2015,17753.828055637252,2015-11-01,3358.6929159525553
754,Oct 31 2015,16728.043830757073,2015-10-31,-1025.784224880179
753,Oct 30 2015,13620.852595577024,2015-10-30,-3107.1912351800493
752,Oct 29 2015,13106.6082671771,2015-10-29,-514.2443283999237
751,Oct 28 2015,13023.62298223106,2015-10-28,-82.98528494604034
750,Oct 27 2015,13658.93317183556,2015-10-27,635.3101896045009
749,Oct 26 2015,14533.20567431654,2015-10-26,874.2725024809788
748,Oct 25 2015,17035.97827368862,2015-10-25,2502.7725993720796
747,Oct 24 2015,16544.48115409457,2015-10-24,-491.49711959404885
746,Oct 23 2015,13472.132100613671,2015-10-23,-3072.349053480899
745,Oct 22 2015,13046.261610786405,2015-10-22,-425.8704898272663
744,Oct 21 2015,13578.61497201108,2015-10-21,532.3533612246756
743,Oct 20 2015,13727.323639548127,2015-10-20,148.7086675370465
742,Oct 19 2015,14798.890480975722,2015-10-19,1071.5668414275951
741,Oct 18 2015,18415.075996303403,2015-10-18,3616.185515327681
740,Oct 17 2015,17563.774816910605,2015-10-17,-851.3011793927981
739,Oct 16 2015,14144.585659069413,2015-10-16,-3419.1891578411924
738,Oct 15 2015,13458.32467654899,2015-10-15,-686.2609825204236
737,Oct 14 2015,13598.081188307297,2015-10-14,139.75651175830717
736,Oct 13 2015,14423.714540906729,2015-10-13,825.6333525994323
735,Oct 12 2015,15905.318287113654,2015-10-12,1481.6037462069253
734,Oct 11 2015,18595.75509225601,2015-10-11,2690.436805142357
733,Oct 10 2015,18166.214899879433,2015-10-10,-429.5401923765785
732,Oct 09 2015,13980.128008636648,2015-10-09,-4186.086891242785
731,Oct 08 2015,13741.989613630518,2015-10-08,-238.13839500612994
730,Oct 07 2015,14104.62558070021,2015-10-07,362.6359670696929
729,Oct 06 2015,14152.256149849232,2015-10-06,47.63056914902154
728,Oct 05 2015,15032.363383385078,2015-10-05,880.1072335358458
727,Oct 04 2015,18199.940858715272,2015-10-04,3167.577475330194
726,Oct 03 2015,18602.46494294141,2015-10-03,402.52408422613735
725,Oct 02 2015,14562.683719356253,2015-10-02,-4039.781223585156
724,Oct 01 2015,14127.305439225189,2015-10-01,-435.37828013106446
723,Sep 30 2015,14098.766763160109,2015-09-30,-28.538676065079926
722,Sep 29 2015,13753.273744953507,2015-09-29,-345.49301820660185
721,Sep 28 2015,14025.979141789992,2015-09-28,272.7053968364853
720,Sep 27 2015,17715.291117368983,2015-09-27,3689.3119755789903
719,Sep 26 2015,17414.95078844665,2015-09-26,-300.34032892233154
718,Sep 25 2015,13704.446782995423,2015-09-25,-3710.5040054512283
717,Sep 24 2015,13830.920732453505,2015-09-24,126.47394945808264
716,Sep 23 2015,13816.038516817856,2015-09-23,-14.882215635649118
715,Sep 22 2015,14135.639121300499,2015-09-22,319.60060448264267
714,Sep 21 2015,14710.708424040173,2015-09-21,575.0693027396737
713,Sep 20 2015,17825.52621868439,2015-09-20,3114.8177946442174
712,Sep 19 2015,17124.58113325597,2015-09-19,-700.9450854284187
711,Sep 18 2015,13831.46967840871,2015-09-18,-3293.1114548472615
710,Sep 17 2015,13683.07952422564,2015-09-17,-148.39015418306917
709,Sep 16 2015,14193.740866108918,2015-09-16,510.6613418832767
708,Sep 15 2015,14159.43343845027,2015-09-15,-34.3074276586467
707,Sep 14 2015,15018.008934939953,2015-09-14,858.5754964896823
706,Sep 13 2015,18720.580388525705,2015-09-13,3702.5714535857514
705,Sep 12 2015,17767.238586659696,2015-09-12,-953.3418018660086
704,Sep 11 2015,14518.746961690826,2015-09-11,-3248.4916249688704
703,Sep 10 2015,14039.609075834418,2015-09-10,-479.1378858564076
702,Sep 09 2015,14695.45472623878,2015-09-09,655.8456504043625
701,Sep 08 2015,15810.412006474278,2015-09-08,1114.9572802354978
700,Sep 07 2015,24988.633788651703,2015-09-07,9178.221782177425
699,Sep 06 2015,23009.833306157292,2015-09-06,-1978.800482494411
698,Sep 05 2015,20824.946789769005,2015-09-05,-2184.8865163882874
697,Sep 04 2015,16169.662449566345,2015-09-04,-4655.284340202659
696,Sep 03 2015,15231.873624744012,2015-09-03,-937.7888248223335
695,Sep 02 2015,15221.87185702655,2015-09-02,-10.001767717461917
694,Sep 01 2015,15117.913807093237,2015-09-01,-103.9580499333133
693,Aug 31 2015,15682.145779500494,2015-08-31,564.2319724072568
692,Aug 30 2015,20222.61761500827,2015-08-30,4540.471835507775
691,Aug 29 2015,19196.547158665115,2015-08-29,-1026.0704563431536
690,Aug 28 2015,15972.664019523925,2015-08-28,-3223.8831391411895
689,Aug 27 2015,14879.756298205011,2015-08-27,-1092.907721318914
688,Aug 26 2015,14943.905012077214,2015-08-26,64.14871387220228
687,Aug 25 2015,15100.548703785089,2015-08-25,156.6436917078754
686,Aug 24 2015,16273.549429606039,2015-08-24,1173.0007258209498
685,Aug 23 2015,19821.503547409808,2015-08-23,3547.954117803769
684,Aug 22 2015,18960.672685049565,2015-08-22,-860.8308623602425
683,Aug 21 2015,15492.673217495643,2015-08-21,-3467.999467553922
682,Aug 20 2015,15501.770216132167,2015-08-20,9.096998636523494
681,Aug 19 2015,15622.270867436526,2015-08-19,120.50065130435905
680,Aug 18 2015,15981.419844902075,2015-08-18,359.14897746554925
679,Aug 17 2015,17117.533231542508,2015-08-17,1136.1133866404325
678,Aug 16 2015,20889.07922148395,2015-08-16,3771.545989941442
677,Aug 15 2015,19766.173189682755,2015-08-15,-1122.9060318011943
676,Aug 14 2015,15872.808979205829,2015-08-14,-3893.364210476926
675,Aug 13 2015,15671.613066865215,2015-08-13,-201.1959123406141
674,Aug 12 2015,16051.500788695097,2015-08-12,379.88772182988214
673,Aug 11 2015,16209.398517444775,2015-08-11,157.8977287496782
672,Aug 10 2015,16997.1938679385,2015-08-10,787.7953504937232
671,Aug 09 2015,20965.108205844765,2015-08-09,3967.914337906266
670,Aug 08 2015,18942.76265967293,2015-08-08,-2022.3455461718331
669,Aug 07 2015,15881.133289181882,2015-08-07,-3061.6293704910495
668,Aug 06 2015,16419.178065948327,2015-08-06,538.0447767664446
667,Aug 05 2015,16350.379977729259,2015-08-05,-68.79808821906772
666,Aug 04 2015,16421.949873023,2015-08-04,71.56989529374187
665,Aug 03 2015,17690.29249414205,2015-08-03,1268.342621119049
664,Aug 02 2015,21251.925667424624,2015-08-02,3561.6331732825747
663,Aug 01 2015,20805.993339457542,2015-08-01,-445.93232796708253
662,Jul 31 2015,17069.82313743139,2015-07-31,-3736.170202026151
661,Jul 30 2015,16219.905066930918,2015-07-30,-849.9180705004728
660,Jul 29 2015,16532.342459678926,2015-07-29,312.4373927480083
659,Jul 28 2015,17113.269236813176,2015-07-28,580.9267771342493
658,Jul 27 2015,18147.38923734688,2015-07-27,1034.120000533705
657,Jul 26 2015,21783.86937380812,2015-07-26,3636.4801364612395
656,Jul 25 2015,20659.417938013565,2015-07-25,-1124.4514357945554
655,Jul 24 2015,16933.123862457844,2015-07-24,-3726.294075555721
654,Jul 23 2015,16638.95813412865,2015-07-23,-294.16572832919337
653,Jul 22 2015,16945.580837644415,2015-07-22,306.62270351576444
652,Jul 21 2015,17203.025953087486,2015-07-21,257.4451154430717
651,Jul 20 2015,18068.07262446601,2015-07-20,865.0466713785245
650,Jul 19 2015,21335.75500851811,2015-07-19,3267.682384052099
649,Jul 18 2015,20483.23874473822,2015-07-18,-852.5162637798894
648,Jul 17 2015,16753.35957410931,2015-07-17,-3729.879170628912
647,Jul 16 2015,16626.33689084534,2015-07-16,-127.02268326396734
646,Jul 15 2015,16625.504849721874,2015-07-15,-0.8320411234672065
645,Jul 14 2015,16559.045053383925,2015-07-14,-66.45979633794923
644,Jul 13 2015,18433.713890013918,2015-07-13,1874.6688366299932
643,Jul 12 2015,22304.823308531042,2015-07-12,3871.109418517124
642,Jul 11 2015,20497.79080113319,2015-07-11,-1807.032507397853
641,Jul 10 2015,17118.597470059885,2015-07-10,-3379.193331073304
640,Jul 09 2015,16618.689525235466,2015-07-09,-499.90794482441925
639,Jul 08 2015,17185.528949184343,2015-07-08,566.8394239488771
638,Jul 07 2015,17312.759265754252,2015-07-07,127.23031656990861
637,Jul 06 2015,19032.70295445985,2015-07-06,1719.9436887056
636,Jul 05 2015,23442.018564337075,2015-07-05,4409.315609877223
635,Jul 04 2015,26812.63277805221,2015-07-04,3370.6142137151364
634,Jul 03 2015,24055.029578649213,2015-07-03,-2757.603199402998
633,Jul 02 2015,19952.479143135235,2015-07-02,-4102.550435513978
